doi_norm;inst_full_oa;institution_ror;affiliation_name;oa_full_norm;dc_aff_norm;auto_match;manual_match
10.6084/m9.figshare.c.5923208.v1;Central European Institute of Technology;https://ror.org/01p7k1986;Central European Institute of Technology – Masaryk University;centraleuropean institute of technology;centraleuropean institute of technology – masaryk university;auto_substring;
10.6084/m9.figshare.c.5923208.v1;Central European Institute of Technology;https://ror.org/01p7k1986;Central European Institute of Technology – Masaryk University;centraleuropean institute of technology;centraleuropean institute of technology – masaryk university;auto_substring;
10.6084/m9.figshare.c.5923208.v1;Central European Institute of Technology – Masaryk University;https://ror.org/009nz6031;Central European Institute of Technology – Masaryk University;centraleuropean institute of technology – masaryk university;centraleuropean institute of technology – masaryk university;auto_substring;
10.6084/m9.figshare.c.5923208.v1;Central European Institute of Technology – Masaryk University;https://ror.org/009nz6031;Central European Institute of Technology – Masaryk University;centraleuropean institute of technology – masaryk university;centraleuropean institute of technology – masaryk university;auto_substring;
10.6084/m9.figshare.c.5923208.v1;Central European Institute of Technology – Masaryk University;https://ror.org/009nz6031;Central European Institute of Technology – Masaryk University;centraleuropean institute of technology – masaryk university;centraleuropean institute of technology – masaryk university;auto_substring;
10.6084/m9.figshare.c.5923208.v1;Central European Institute of Technology – Masaryk University;https://ror.org/009nz6031;Central European Institute of Technology – Masaryk University;centraleuropean institute of technology – masaryk university;centraleuropean institute of technology – masaryk university;auto_substring;
10.6084/m9.figshare.c.5923208.v1;Central European Institute of Technology – Masaryk University;https://ror.org/009nz6031;Central European Institute of Technology – Masaryk University;centraleuropean institute of technology – masaryk university;centraleuropean institute of technology – masaryk university;auto_substring;
10.6084/m9.figshare.c.5923208.v1;Central European Institute of Technology – Masaryk University;https://ror.org/009nz6031;Central European Institute of Technology – Masaryk University;centraleuropean institute of technology – masaryk university;centraleuropean institute of technology – masaryk university;auto_substring;
10.6084/m9.figshare.c.5923208.v1;Masaryk University;https://ror.org/02j46qs45;Central European Institute of Technology – Masaryk University;masarykuniversity;centraleuropean institute of technology – masaryk university;;match?
10.6084/m9.figshare.c.5923208.v1;Masaryk University;https://ror.org/02j46qs45;Central European Institute of Technology – Masaryk University;masarykuniversity;centraleuropean institute of technology – masaryk university;;match?
10.6084/m9.figshare.c.5923208.v1;Masaryk University;https://ror.org/02j46qs45;Central European Institute of Technology – Masaryk University;masarykuniversity;centraleuropean institute of technology – masaryk university;;match?
10.6084/m9.figshare.c.5923208.v1;Masaryk University;https://ror.org/02j46qs45;Central European Institute of Technology – Masaryk University;masarykuniversity;centraleuropean institute of technology – masaryk university;;match?
10.6084/m9.figshare.c.5923208.v1;Masaryk University;https://ror.org/02j46qs45;Central European Institute of Technology – Masaryk University;masarykuniversity;centraleuropean institute of technology – masaryk university;;match?
10.6084/m9.figshare.c.5923208.v1;Masaryk University;https://ror.org/02j46qs45;Central European Institute of Technology – Masaryk University;masarykuniversity;centraleuropean institute of technology – masaryk university;;match?
10.6084/m9.figshare.c.6172466.v1;Charles University;https://ror.org/024d6js02;Charles University;charlesuniversity;charlesuniversity;auto_substring;
10.6084/m9.figshare.c.6172466.v1;Charles University;https://ror.org/024d6js02;Charles University;charlesuniversity;charlesuniversity;auto_substring;
10.6084/m9.figshare.c.6172466.v1;Fakultní nemocnice Královské Vinohrady;https://ror.org/04sg4ka71;Charles University;fakultninemocnice kralovske vinohrady;charlesuniversity;;match?
10.6084/m9.figshare.c.6172466.v1;Fakultní nemocnice Královské Vinohrady;https://ror.org/04sg4ka71;Charles University;fakultninemocnice kralovske vinohrady;charlesuniversity;;match?
10.6084/m9.figshare.c.6289177.v1;Charles University;https://ror.org/024d6js02;Charles University;charlesuniversity;charlesuniversity;auto_substring;
10.6084/m9.figshare.c.6289177.v1;Charles University;https://ror.org/024d6js02;Charles University;charlesuniversity;charlesuniversity;auto_substring;
10.6084/m9.figshare.c.6289177.v1;Charles University;https://ror.org/024d6js02;Charles University;charlesuniversity;charlesuniversity;auto_substring;
10.6084/m9.figshare.c.6289177.v1;Charles University;https://ror.org/024d6js02;Charles University;charlesuniversity;charlesuniversity;auto_substring;
10.6084/m9.figshare.c.6289177.v1;Charles University;https://ror.org/024d6js02;Charles University;charlesuniversity;charlesuniversity;auto_substring;
10.6084/m9.figshare.c.6289177.v1;Charles University;https://ror.org/024d6js02;Charles University;charlesuniversity;charlesuniversity;auto_substring;
10.6084/m9.figshare.c.6289177.v1;Fakultní nemocnice Královské Vinohrady;https://ror.org/04sg4ka71;Charles University;fakultninemocnice kralovske vinohrady;charlesuniversity;;match?
10.6084/m9.figshare.c.6289177.v1;Fakultní nemocnice Královské Vinohrady;https://ror.org/04sg4ka71;Charles University;fakultninemocnice kralovske vinohrady;charlesuniversity;;match?
10.6084/m9.figshare.c.6289177.v1;Fakultní nemocnice Královské Vinohrady;https://ror.org/04sg4ka71;Charles University;fakultninemocnice kralovske vinohrady;charlesuniversity;;match?
10.6084/m9.figshare.c.6289177.v1;Fakultní nemocnice Královské Vinohrady;https://ror.org/04sg4ka71;Charles University;fakultninemocnice kralovske vinohrady;charlesuniversity;;match?
10.6084/m9.figshare.c.6289177.v1;Fakultní nemocnice Královské Vinohrady;https://ror.org/04sg4ka71;Charles University;fakultninemocnice kralovske vinohrady;charlesuniversity;;match?
10.6084/m9.figshare.c.6289177.v1;Fakultní nemocnice Královské Vinohrady;https://ror.org/04sg4ka71;Charles University;fakultninemocnice kralovske vinohrady;charlesuniversity;;match?
10.6084/m9.figshare.c.6592046.v1;International Clinical Research Center of St. Anne's University Hospital Brno;https://ror.org/027v97282;International Clinical Research Center of St. Anne's University Hospital Brno;internationalclinical research center of st. anne's university hospital brno;internationalclinical research center of st. anne's university hospital brno;auto_substring;
10.6084/m9.figshare.c.6592046.v1;St. Anne´s University Hospital;https://ror.org/049bjee35;International Clinical Research Center of St. Anne's University Hospital Brno;stanne´s university hospital;internationalclinical research center of st. anne's university hospital brno;;match
10.6084/m9.figshare.c.6592046.v1;International Clinical Research Center of St. Anne's University Hospital Brno;https://ror.org/027v97282;University Hospital Brno;internationalclinical research center of st. anne's university hospital brno;universityhospital brno;;match?
10.6084/m9.figshare.c.6592046.v1;International Clinical Research Center of St. Anne's University Hospital Brno;https://ror.org/027v97282;University Hospital Brno;internationalclinical research center of st. anne's university hospital brno;universityhospital brno;;match?
10.6084/m9.figshare.c.6592046.v1;International Clinical Research Center of St. Anne's University Hospital Brno;https://ror.org/027v97282;University Hospital Brno;internationalclinical research center of st. anne's university hospital brno;universityhospital brno;;match?
10.6084/m9.figshare.c.6592046.v1;International Clinical Research Center of St. Anne's University Hospital Brno;https://ror.org/027v97282;University Hospital Brno;internationalclinical research center of st. anne's university hospital brno;universityhospital brno;;match?
10.6084/m9.figshare.c.6592046.v1;University Hospital Brno;https://ror.org/00qq1fp34;University Hospital Brno;universityhospital brno;universityhospital brno;auto_substring;
10.6084/m9.figshare.c.6592046.v1;University Hospital Brno;https://ror.org/00qq1fp34;University Hospital Brno;universityhospital brno;universityhospital brno;auto_substring;
10.6084/m9.figshare.c.6592046.v1;University Hospital Brno;https://ror.org/00qq1fp34;University Hospital Brno;universityhospital brno;universityhospital brno;auto_substring;
10.6084/m9.figshare.c.6592046.v1;University Hospital Brno;https://ror.org/00qq1fp34;University Hospital Brno;universityhospital brno;universityhospital brno;auto_substring;
10.6084/m9.figshare.c.6650182.v1;International Clinical Research Center of St. Anne's University Hospital Brno;https://ror.org/027v97282;International Clinical Research Center of St. Anne's University Hospital Brno;internationalclinical research center of st. anne's university hospital brno;internationalclinical research center of st. anne's university hospital brno;auto_substring;
10.6084/m9.figshare.c.6650182.v1;International Clinical Research Center of St. Anne's University Hospital Brno;https://ror.org/027v97282;International Clinical Research Center of St. Anne's University Hospital Brno;internationalclinical research center of st. anne's university hospital brno;internationalclinical research center of st. anne's university hospital brno;auto_substring;
10.6084/m9.figshare.c.6650182.v1;St. Anne´s University Hospital;https://ror.org/049bjee35;International Clinical Research Center of St. Anne's University Hospital Brno;stanne´s university hospital;internationalclinical research center of st. anne's university hospital brno;;match
10.6084/m9.figshare.c.6650182.v1;St. Anne´s University Hospital;https://ror.org/049bjee35;International Clinical Research Center of St. Anne's University Hospital Brno;stanne´s university hospital;internationalclinical research center of st. anne's university hospital brno;;match
10.6084/m9.figshare.c.6683881.v1;International Clinical Research Center of St. Anne's University Hospital Brno;https://ror.org/027v97282;International Clinical Research Center of St. Anne's University Hospital Brno;internationalclinical research center of st. anne's university hospital brno;internationalclinical research center of st. anne's university hospital brno;auto_substring;
10.6084/m9.figshare.c.6683881.v1;International Clinical Research Center of St. Anne's University Hospital Brno;https://ror.org/027v97282;International Clinical Research Center of St. Anne's University Hospital Brno;internationalclinical research center of st. anne's university hospital brno;internationalclinical research center of st. anne's university hospital brno;auto_substring;
10.6084/m9.figshare.c.6683881.v1;International Clinical Research Center of St. Anne's University Hospital Brno;https://ror.org/027v97282;International Clinical Research Center of St. Anne's University Hospital Brno;internationalclinical research center of st. anne's university hospital brno;internationalclinical research center of st. anne's university hospital brno;auto_substring;
10.6084/m9.figshare.c.6683881.v1;International Clinical Research Center of St. Anne's University Hospital Brno;https://ror.org/027v97282;International Clinical Research Center of St. Anne's University Hospital Brno;internationalclinical research center of st. anne's university hospital brno;internationalclinical research center of st. anne's university hospital brno;auto_substring;
10.6084/m9.figshare.c.6683881.v1;International Clinical Research Center of St. Anne's University Hospital Brno;https://ror.org/027v97282;International Clinical Research Center of St. Anne's University Hospital Brno;internationalclinical research center of st. anne's university hospital brno;internationalclinical research center of st. anne's university hospital brno;auto_substring;
10.6084/m9.figshare.c.6683881.v1;International Clinical Research Center of St. Anne's University Hospital Brno;https://ror.org/027v97282;International Clinical Research Center of St. Anne's University Hospital Brno;internationalclinical research center of st. anne's university hospital brno;internationalclinical research center of st. anne's university hospital brno;auto_substring;
10.6084/m9.figshare.c.6683881.v1;International Clinical Research Center of St. Anne's University Hospital Brno;https://ror.org/027v97282;International Clinical Research Center of St. Anne's University Hospital Brno;internationalclinical research center of st. anne's university hospital brno;internationalclinical research center of st. anne's university hospital brno;auto_substring;
10.6084/m9.figshare.c.6683881.v1;International Clinical Research Center of St. Anne's University Hospital Brno;https://ror.org/027v97282;International Clinical Research Center of St. Anne's University Hospital Brno;internationalclinical research center of st. anne's university hospital brno;internationalclinical research center of st. anne's university hospital brno;auto_substring;
10.6084/m9.figshare.c.6683881.v1;International Clinical Research Center of St. Anne's University Hospital Brno;https://ror.org/027v97282;International Clinical Research Center of St. Anne's University Hospital Brno;internationalclinical research center of st. anne's university hospital brno;internationalclinical research center of st. anne's university hospital brno;auto_substring;
10.6084/m9.figshare.c.6683881.v1;International Clinical Research Center of St. Anne's University Hospital Brno;https://ror.org/027v97282;International Clinical Research Center of St. Anne's University Hospital Brno;internationalclinical research center of st. anne's university hospital brno;internationalclinical research center of st. anne's university hospital brno;auto_substring;
10.6084/m9.figshare.c.6683881.v1;International Clinical Research Center of St. Anne's University Hospital Brno;https://ror.org/027v97282;International Clinical Research Center of St. Anne's University Hospital Brno;internationalclinical research center of st. anne's university hospital brno;internationalclinical research center of st. anne's university hospital brno;auto_substring;
10.6084/m9.figshare.c.6683881.v1;International Clinical Research Center of St. Anne's University Hospital Brno;https://ror.org/027v97282;International Clinical Research Center of St. Anne's University Hospital Brno;internationalclinical research center of st. anne's university hospital brno;internationalclinical research center of st. anne's university hospital brno;auto_substring;
10.6084/m9.figshare.c.6683881.v1;International Clinical Research Center of St. Anne's University Hospital Brno;https://ror.org/027v97282;International Clinical Research Center of St. Anne's University Hospital Brno;internationalclinical research center of st. anne's university hospital brno;internationalclinical research center of st. anne's university hospital brno;auto_substring;
10.6084/m9.figshare.c.6683881.v1;International Clinical Research Center of St. Anne's University Hospital Brno;https://ror.org/027v97282;International Clinical Research Center of St. Anne's University Hospital Brno;internationalclinical research center of st. anne's university hospital brno;internationalclinical research center of st. anne's university hospital brno;auto_substring;
10.6084/m9.figshare.c.6683881.v1;International Clinical Research Center of St. Anne's University Hospital Brno;https://ror.org/027v97282;International Clinical Research Center of St. Anne's University Hospital Brno;internationalclinical research center of st. anne's university hospital brno;internationalclinical research center of st. anne's university hospital brno;auto_substring;
10.6084/m9.figshare.c.6683881.v1;St. Anne´s University Hospital;https://ror.org/049bjee35;International Clinical Research Center of St. Anne's University Hospital Brno;stanne´s university hospital;internationalclinical research center of st. anne's university hospital brno;;match
10.6084/m9.figshare.c.6683881.v1;St. Anne´s University Hospital;https://ror.org/049bjee35;International Clinical Research Center of St. Anne's University Hospital Brno;stanne´s university hospital;internationalclinical research center of st. anne's university hospital brno;;match
10.6084/m9.figshare.c.6683881.v1;St. Anne´s University Hospital;https://ror.org/049bjee35;International Clinical Research Center of St. Anne's University Hospital Brno;stanne´s university hospital;internationalclinical research center of st. anne's university hospital brno;;match
10.6084/m9.figshare.c.6683881.v1;St. Anne´s University Hospital;https://ror.org/049bjee35;International Clinical Research Center of St. Anne's University Hospital Brno;stanne´s university hospital;internationalclinical research center of st. anne's university hospital brno;;match
10.6084/m9.figshare.c.6683881.v1;St. Anne´s University Hospital;https://ror.org/049bjee35;International Clinical Research Center of St. Anne's University Hospital Brno;stanne´s university hospital;internationalclinical research center of st. anne's university hospital brno;;match
10.6084/m9.figshare.c.6683881.v1;St. Anne´s University Hospital;https://ror.org/049bjee35;International Clinical Research Center of St. Anne's University Hospital Brno;stanne´s university hospital;internationalclinical research center of st. anne's university hospital brno;;match
10.6084/m9.figshare.c.6683881.v1;St. Anne´s University Hospital;https://ror.org/049bjee35;International Clinical Research Center of St. Anne's University Hospital Brno;stanne´s university hospital;internationalclinical research center of st. anne's university hospital brno;;match
10.6084/m9.figshare.c.6683881.v1;St. Anne´s University Hospital;https://ror.org/049bjee35;International Clinical Research Center of St. Anne's University Hospital Brno;stanne´s university hospital;internationalclinical research center of st. anne's university hospital brno;;match
10.6084/m9.figshare.c.6683881.v1;St. Anne´s University Hospital;https://ror.org/049bjee35;International Clinical Research Center of St. Anne's University Hospital Brno;stanne´s university hospital;internationalclinical research center of st. anne's university hospital brno;;match
10.6084/m9.figshare.c.6683881.v1;St. Anne´s University Hospital;https://ror.org/049bjee35;International Clinical Research Center of St. Anne's University Hospital Brno;stanne´s university hospital;internationalclinical research center of st. anne's university hospital brno;;match
10.6084/m9.figshare.c.6683881.v1;St. Anne´s University Hospital;https://ror.org/049bjee35;International Clinical Research Center of St. Anne's University Hospital Brno;stanne´s university hospital;internationalclinical research center of st. anne's university hospital brno;;match
10.6084/m9.figshare.c.6683881.v1;St. Anne´s University Hospital;https://ror.org/049bjee35;International Clinical Research Center of St. Anne's University Hospital Brno;stanne´s university hospital;internationalclinical research center of st. anne's university hospital brno;;match
10.6084/m9.figshare.c.6683881.v1;St. Anne´s University Hospital;https://ror.org/049bjee35;International Clinical Research Center of St. Anne's University Hospital Brno;stanne´s university hospital;internationalclinical research center of st. anne's university hospital brno;;match
10.6084/m9.figshare.c.6683881.v1;St. Anne´s University Hospital;https://ror.org/049bjee35;International Clinical Research Center of St. Anne's University Hospital Brno;stanne´s university hospital;internationalclinical research center of st. anne's university hospital brno;;match
10.6084/m9.figshare.c.6683881.v1;St. Anne´s University Hospital;https://ror.org/049bjee35;International Clinical Research Center of St. Anne's University Hospital Brno;stanne´s university hospital;internationalclinical research center of st. anne's university hospital brno;;match
10.6084/m9.figshare.c.6780806.v1;International Clinical Research Center of St. Anne's University Hospital Brno;https://ror.org/027v97282;International Clinical Research Center of St. Anne's University Hospital Brno;internationalclinical research center of st. anne's university hospital brno;internationalclinical research center of st. anne's university hospital brno;auto_substring;
10.6084/m9.figshare.c.6780806.v1;International Clinical Research Center of St. Anne's University Hospital Brno;https://ror.org/027v97282;International Clinical Research Center of St. Anne's University Hospital Brno;internationalclinical research center of st. anne's university hospital brno;internationalclinical research center of st. anne's university hospital brno;auto_substring;
10.6084/m9.figshare.c.6780806.v1;St. Anne´s University Hospital;https://ror.org/049bjee35;International Clinical Research Center of St. Anne's University Hospital Brno;stanne´s university hospital;internationalclinical research center of st. anne's university hospital brno;;match
10.6084/m9.figshare.c.6780806.v1;St. Anne´s University Hospital;https://ror.org/049bjee35;International Clinical Research Center of St. Anne's University Hospital Brno;stanne´s university hospital;internationalclinical research center of st. anne's university hospital brno;;match
10.6084/m9.figshare.c.6787450.v1;Central European Institute of Technology;https://ror.org/01p7k1986;Central European Institute of Technology – Masaryk University;centraleuropean institute of technology;centraleuropean institute of technology – masaryk university;auto_substring;
10.6084/m9.figshare.c.6787450.v1;Central European Institute of Technology – Masaryk University;https://ror.org/009nz6031;Central European Institute of Technology – Masaryk University;centraleuropean institute of technology – masaryk university;centraleuropean institute of technology – masaryk university;auto_substring;
10.6084/m9.figshare.c.6787450.v1;Masaryk University;https://ror.org/02j46qs45;Central European Institute of Technology – Masaryk University;masarykuniversity;centraleuropean institute of technology – masaryk university;;match?
10.6084/m9.figshare.c.6787450.v1;Central European Institute of Technology – Masaryk University;https://ror.org/009nz6031;Masaryk University;centraleuropean institute of technology – masaryk university;masarykuniversity;;match?
10.6084/m9.figshare.c.6787450.v1;Masaryk University;https://ror.org/02j46qs45;Masaryk University;masarykuniversity;masarykuniversity;auto_substring;
10.6084/m9.figshare.c.6804718.v1;Central European Institute of Technology;https://ror.org/01p7k1986;Central European Institute of Technology – Masaryk University;centraleuropean institute of technology;centraleuropean institute of technology – masaryk university;auto_substring;
10.6084/m9.figshare.c.6804718.v1;Central European Institute of Technology – Masaryk University;https://ror.org/009nz6031;Central European Institute of Technology – Masaryk University;centraleuropean institute of technology – masaryk university;centraleuropean institute of technology – masaryk university;auto_substring;
10.6084/m9.figshare.c.6804718.v1;Masaryk University;https://ror.org/02j46qs45;Central European Institute of Technology – Masaryk University;masarykuniversity;centraleuropean institute of technology – masaryk university;;match?
10.6084/m9.figshare.c.6804718.v1;Central European Institute of Technology – Masaryk University;https://ror.org/009nz6031;Masaryk University;centraleuropean institute of technology – masaryk university;masarykuniversity;;match?
10.6084/m9.figshare.c.6804718.v1;Central European Institute of Technology – Masaryk University;https://ror.org/009nz6031;Masaryk University;centraleuropean institute of technology – masaryk university;masarykuniversity;;match?
10.6084/m9.figshare.c.6804718.v1;Central European Institute of Technology – Masaryk University;https://ror.org/009nz6031;Masaryk University;centraleuropean institute of technology – masaryk university;masarykuniversity;;match?
10.6084/m9.figshare.c.6804718.v1;Central European Institute of Technology – Masaryk University;https://ror.org/009nz6031;Masaryk University;centraleuropean institute of technology – masaryk university;masarykuniversity;;match?
10.6084/m9.figshare.c.6804718.v1;Central European Institute of Technology – Masaryk University;https://ror.org/009nz6031;Masaryk University;centraleuropean institute of technology – masaryk university;masarykuniversity;;match?
10.6084/m9.figshare.c.6804718.v1;Central European Institute of Technology – Masaryk University;https://ror.org/009nz6031;Masaryk University;centraleuropean institute of technology – masaryk university;masarykuniversity;;match?
10.6084/m9.figshare.c.6804718.v1;Masaryk University;https://ror.org/02j46qs45;Masaryk University;masarykuniversity;masarykuniversity;auto_substring;
10.6084/m9.figshare.c.6804718.v1;Masaryk University;https://ror.org/02j46qs45;Masaryk University;masarykuniversity;masarykuniversity;auto_substring;
10.6084/m9.figshare.c.6804718.v1;Masaryk University;https://ror.org/02j46qs45;Masaryk University;masarykuniversity;masarykuniversity;auto_substring;
10.6084/m9.figshare.c.6804718.v1;Masaryk University;https://ror.org/02j46qs45;Masaryk University;masarykuniversity;masarykuniversity;auto_substring;
10.6084/m9.figshare.c.6804718.v1;Masaryk University;https://ror.org/02j46qs45;Masaryk University;masarykuniversity;masarykuniversity;auto_substring;
10.6084/m9.figshare.c.6804718.v1;Masaryk University;https://ror.org/02j46qs45;Masaryk University;masarykuniversity;masarykuniversity;auto_substring;
10.6084/m9.figshare.c.6830045.v1;St. Anne´s University Hospital;https://ror.org/049bjee35;University Hospital Brno;stanne´s university hospital;universityhospital brno;;match?
10.6084/m9.figshare.c.6830045.v1;University Hospital Brno;https://ror.org/00qq1fp34;University Hospital Brno;universityhospital brno;universityhospital brno;auto_substring;
10.6084/m9.figshare.c.6830133.v1;Central European Institute of Technology;https://ror.org/01p7k1986;Central European Institute of Technology – Masaryk University;centraleuropean institute of technology;centraleuropean institute of technology – masaryk university;auto_substring;
10.6084/m9.figshare.c.6830133.v1;Central European Institute of Technology – Masaryk University;https://ror.org/009nz6031;Central European Institute of Technology – Masaryk University;centraleuropean institute of technology – masaryk university;centraleuropean institute of technology – masaryk university;auto_substring;
10.6084/m9.figshare.c.6830133.v1;Masaryk University;https://ror.org/02j46qs45;Central European Institute of Technology – Masaryk University;masarykuniversity;centraleuropean institute of technology – masaryk university;;match?
10.6084/m9.figshare.c.6926742.v1;International Clinical Research Center of St. Anne's University Hospital Brno;https://ror.org/027v97282;International Clinical Research Center of St. Anne's University Hospital Brno;internationalclinical research center of st. anne's university hospital brno;internationalclinical research center of st. anne's university hospital brno;auto_substring;
10.6084/m9.figshare.c.6926742.v1;St. Anne´s University Hospital;https://ror.org/049bjee35;International Clinical Research Center of St. Anne's University Hospital Brno;stanne´s university hospital;internationalclinical research center of st. anne's university hospital brno;;match
10.6084/m9.figshare.c.6930944.v1;Charles University;https://ror.org/024d6js02;Charles University;charlesuniversity;charlesuniversity;auto_substring;
10.6084/m9.figshare.c.6930944.v1;Fakultní nemocnice Královské Vinohrady;https://ror.org/04sg4ka71;Charles University;fakultninemocnice kralovske vinohrady;charlesuniversity;;match?
10.6084/m9.figshare.c.6958017.v1;Central European Institute of Technology;https://ror.org/01p7k1986;Central European Institute of Technology – Masaryk University;centraleuropean institute of technology;centraleuropean institute of technology – masaryk university;auto_substring;
10.6084/m9.figshare.c.6958017.v1;Central European Institute of Technology – Masaryk University;https://ror.org/009nz6031;Central European Institute of Technology – Masaryk University;centraleuropean institute of technology – masaryk university;centraleuropean institute of technology – masaryk university;auto_substring;
10.6084/m9.figshare.c.6958017.v1;Masaryk University;https://ror.org/02j46qs45;Central European Institute of Technology – Masaryk University;masarykuniversity;centraleuropean institute of technology – masaryk university;;match?
10.6084/m9.figshare.c.6958017.v1;Central European Institute of Technology – Masaryk University;https://ror.org/009nz6031;Masaryk University;centraleuropean institute of technology – masaryk university;masarykuniversity;;match?
10.6084/m9.figshare.c.6958017.v1;Central European Institute of Technology – Masaryk University;https://ror.org/009nz6031;Masaryk University;centraleuropean institute of technology – masaryk university;masarykuniversity;;match?
10.6084/m9.figshare.c.6958017.v1;Central European Institute of Technology – Masaryk University;https://ror.org/009nz6031;Masaryk University;centraleuropean institute of technology – masaryk university;masarykuniversity;;match?
10.6084/m9.figshare.c.6958017.v1;Central European Institute of Technology – Masaryk University;https://ror.org/009nz6031;Masaryk University;centraleuropean institute of technology – masaryk university;masarykuniversity;;match?
10.6084/m9.figshare.c.6958017.v1;Central European Institute of Technology – Masaryk University;https://ror.org/009nz6031;Masaryk University;centraleuropean institute of technology – masaryk university;masarykuniversity;;match?
10.6084/m9.figshare.c.6958017.v1;Central European Institute of Technology – Masaryk University;https://ror.org/009nz6031;Masaryk University;centraleuropean institute of technology – masaryk university;masarykuniversity;;match?
10.6084/m9.figshare.c.6958017.v1;Central European Institute of Technology – Masaryk University;https://ror.org/009nz6031;Masaryk University;centraleuropean institute of technology – masaryk university;masarykuniversity;;match?
10.6084/m9.figshare.c.6958017.v1;Central European Institute of Technology – Masaryk University;https://ror.org/009nz6031;Masaryk University;centraleuropean institute of technology – masaryk university;masarykuniversity;;match?
10.6084/m9.figshare.c.6958017.v1;Central European Institute of Technology – Masaryk University;https://ror.org/009nz6031;Masaryk University;centraleuropean institute of technology – masaryk university;masarykuniversity;;match?
10.6084/m9.figshare.c.6958017.v1;Central European Institute of Technology – Masaryk University;https://ror.org/009nz6031;Masaryk University;centraleuropean institute of technology – masaryk university;masarykuniversity;;match?
10.6084/m9.figshare.c.6958017.v1;Central European Institute of Technology – Masaryk University;https://ror.org/009nz6031;Masaryk University;centraleuropean institute of technology – masaryk university;masarykuniversity;;match?
10.6084/m9.figshare.c.6958017.v1;Masaryk University;https://ror.org/02j46qs45;Masaryk University;masarykuniversity;masarykuniversity;auto_substring;
10.6084/m9.figshare.c.6958017.v1;Masaryk University;https://ror.org/02j46qs45;Masaryk University;masarykuniversity;masarykuniversity;auto_substring;
10.6084/m9.figshare.c.6958017.v1;Masaryk University;https://ror.org/02j46qs45;Masaryk University;masarykuniversity;masarykuniversity;auto_substring;
10.6084/m9.figshare.c.6958017.v1;Masaryk University;https://ror.org/02j46qs45;Masaryk University;masarykuniversity;masarykuniversity;auto_substring;
10.6084/m9.figshare.c.6958017.v1;Masaryk University;https://ror.org/02j46qs45;Masaryk University;masarykuniversity;masarykuniversity;auto_substring;
10.6084/m9.figshare.c.6958017.v1;Masaryk University;https://ror.org/02j46qs45;Masaryk University;masarykuniversity;masarykuniversity;auto_substring;
10.6084/m9.figshare.c.6958017.v1;Masaryk University;https://ror.org/02j46qs45;Masaryk University;masarykuniversity;masarykuniversity;auto_substring;
10.6084/m9.figshare.c.6958017.v1;Masaryk University;https://ror.org/02j46qs45;Masaryk University;masarykuniversity;masarykuniversity;auto_substring;
10.6084/m9.figshare.c.6958017.v1;Masaryk University;https://ror.org/02j46qs45;Masaryk University;masarykuniversity;masarykuniversity;auto_substring;
10.6084/m9.figshare.c.6958017.v1;Masaryk University;https://ror.org/02j46qs45;Masaryk University;masarykuniversity;masarykuniversity;auto_substring;
10.6084/m9.figshare.c.6958017.v1;Masaryk University;https://ror.org/02j46qs45;Masaryk University;masarykuniversity;masarykuniversity;auto_substring;
10.6084/m9.figshare.c.7040196.v1;International Clinical Research Center of St. Anne's University Hospital Brno;https://ror.org/027v97282;International Clinical Research Center of St. Anne's University Hospital Brno;internationalclinical research center of st. anne's university hospital brno;internationalclinical research center of st. anne's university hospital brno;auto_substring;
10.6084/m9.figshare.c.7040196.v1;St. Anne´s University Hospital;https://ror.org/049bjee35;International Clinical Research Center of St. Anne's University Hospital Brno;stanne´s university hospital;internationalclinical research center of st. anne's university hospital brno;;match
10.6084/m9.figshare.c.7045889.v1;Charles University;https://ror.org/024d6js02;Charles University;charlesuniversity;charlesuniversity;auto_substring;
10.6084/m9.figshare.c.7045889.v1;Charles University;https://ror.org/024d6js02;Charles University;charlesuniversity;charlesuniversity;auto_substring;
10.6084/m9.figshare.c.7045889.v1;Charles University;https://ror.org/024d6js02;Charles University;charlesuniversity;charlesuniversity;auto_substring;
10.6084/m9.figshare.c.7045889.v1;Charles University;https://ror.org/024d6js02;Charles University;charlesuniversity;charlesuniversity;auto_substring;
10.6084/m9.figshare.c.7045889.v1;Charles University;https://ror.org/024d6js02;Charles University;charlesuniversity;charlesuniversity;auto_substring;
10.6084/m9.figshare.c.7045889.v1;Fakultní nemocnice Královské Vinohrady;https://ror.org/04sg4ka71;Charles University;fakultninemocnice kralovske vinohrady;charlesuniversity;;match?
10.6084/m9.figshare.c.7045889.v1;Fakultní nemocnice Královské Vinohrady;https://ror.org/04sg4ka71;Charles University;fakultninemocnice kralovske vinohrady;charlesuniversity;;match?
10.6084/m9.figshare.c.7045889.v1;Fakultní nemocnice Královské Vinohrady;https://ror.org/04sg4ka71;Charles University;fakultninemocnice kralovske vinohrady;charlesuniversity;;match?
10.6084/m9.figshare.c.7045889.v1;Fakultní nemocnice Královské Vinohrady;https://ror.org/04sg4ka71;Charles University;fakultninemocnice kralovske vinohrady;charlesuniversity;;match?
10.6084/m9.figshare.c.7045889.v1;Fakultní nemocnice Královské Vinohrady;https://ror.org/04sg4ka71;Charles University;fakultninemocnice kralovske vinohrady;charlesuniversity;;match?
10.6084/m9.figshare.c.7185629.v1;Czech Academy of Sciences;https://ror.org/053avzc18;Czech Academy of Sciences;czechacademy of sciences;czechacademy of sciences;auto_substring;
